iter	RMSE
2931	0.2315221934
2932	0.2314954277
2933	0.2314658062
2934	0.2314130001
2935	0.2313649088
2936	0.2313043011
2937	0.2312597618
2938	0.2312592462
2939	0.2312559549
2940	0.2311816468
2941	0.2311652955
2942	0.2311204332
2943	0.2310795607
2944	0.2310438414
2945	0.2309790081
2946	0.2309342391
2947	0.230907577
2948	0.2308632989
2949	0.2307812084
2950	0.2307298651
2951	0.2306430939
2952	0.2305712776
2953	0.2305256635
2954	0.2304430472
2955	0.2303832704
2956	0.2303216312
2957	0.2302670531
2958	0.2302041361
2959	0.2302026717
2960	0.2301487773
2961	0.2301114273
2962	0.230053067
2963	0.2299876642
2964	0.2299052923
2965	0.229898664
2966	0.2298408376
2967	0.2297956083
2968	0.2297311575
2969	0.2296699297
2970	0.2296078159
2971	0.2295636348
2972	0.2295106923
2973	0.2294711182
2974	0.2294314555
2975	0.2293542094
2976	0.2292994446
2977	0.2292650681
2978	0.2292113615
2979	0.2290825482
2980	0.2290379364
2981	0.2289840771
2982	0.2289543008
2983	0.2288790601
2984	0.2288021661
2985	0.2286975871
2986	0.2286474993
2987	0.2286010002
2988	0.2285658638
2989	0.228495798
2990	0.228479057
2991	0.2284075304
2992	0.2283687718
2993	0.2283400051
2994	0.2283120261
2995	0.2282971073
2996	0.2282517331
2997	0.2282243415
2998	0.2281165071
2999	0.2280239774
